SITE,DATADESC,AGE,logage,CLASS,CLASS_DESC,SEASONCODE,SEASON,TIME,TRIAL,TRIALDESC,SITE.DEPTH,DEPTHCODE,SITE.SEASON.DEPTH,DEPTH,DEPTHnum,NH4mgL,mgNNH4kgsoil,kgNNH4ha,NO3mgL,mgNNO3kgsoil,kgNNO3ha,EmgNNH4NO3kgsoil,EkgNNH4NO3ha,NO3toNH4mol,SOILTEMP,AIRTEMP,MOIST,BulkDen,PCT_Cx,d13Cx,Cumolx,PCT_Nx,d15Nx,Numolx,CtoNumolx,gCkgsoil,C_Mghax,gNkgsoil,N_Mghax,N_kgha,mgNNH4kgOrgC,mgNNO3kgOrgC,EmgNNH4NO3kgOrgC,estmgCkg
S18,NMIN_DRYALL_t0_X_DSUM,16,2.772588722,C2,10-24 yr,DRYALL,DRY15,t0,X,initial,S18_DSUM,DSUM,S18_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.256883666,NA,0.577432308,577.4323089,NA,NA,NA,NA
S18,NMIN_WETALL_t0_X_D1,16,2.772588722,C2,10-24 yr,WETALL,WET15,t0,X,initial,S18_D1,D1,S18_WET15_D1,D0-5_cm,5,0.1981,0.750414,0.60629462,0.005425,0.0060025,0.004848314,0.75641475,0.611142934,0.007956773,23,26,1.689359556,1.615893771,0.398740807,-22.43408806,27.1967984,0.028482573,2.39158038,1.665064172,16.33278761,3.98740807,3.221613931,0.28482573,0.230124061,230.1240615,188.1959375,1.505363859,189.7013014,3098.351065
S18,NMIN_WETALL_t0_X_D2,16,2.772588722,C2,10-24 yr,WETALL,WET15,t0,X,initial,S18_D2,D2,S18_WET15_D2,D5-15_cm,10,0.0921,0.351709,0.551701985,0,0,0,0.351709,0.551701985,0,23,26,1.296111665,1.568631119,0.320997695,-22.83093792,23.48098135,0.022140849,4.285156345,1.388231248,16.91431552,3.20997695,5.035269735,0.22140849,0.347308247,347.3082474,109.5674534,0,109.5674534,1853.258478
S18,NMIN_WETALL_t0_X_DSUM,16,2.772588722,C2,10-24 yr,WETALL,WET15,t0,X,initial,S18_DSUM,DSUM,S18_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.256883666,NA,0.577432308,577.4323089,NA,NA,NA,NA
S18,NMIN_DRYALL_t2mt0_FC_D1,16,2.772588722,C2,10-24 yr,DRYALL,DRY15,t2mt0,FC,wet,S18_D1,D1,S18_DRY15_D1,D0-5_cm,5,0.4327,1.60293175,1.295083577,-0.00445,-0.00486,-0.003930048,1.59806725,1.29115353,-0.002609685,31,32.5,0.170284502,1.615893771,0.398740807,-22.43408806,27.1967984,0.028482573,2.39158038,1.665064172,16.33278761,3.98740807,3.221613931,0.28482573,0.230124061,230.1240615,401.9984215,-1.218836877,400.7795846,6545.847834
S18,NMIN_DRYALL_t2mt0_FC_D2,16,2.772588722,C2,10-24 yr,DRYALL,DRY15,t2mt0,FC,wet,S18_D2,D2,S18_DRY15_D2,D5-15_cm,10,0.3672,1.365494,2.141956318,-0.038275,-0.041825,-0.065628279,1.323656,2.07632804,-0.043101307,28,32.5,0.462125779,1.568631119,0.320997695,-22.83093792,23.48098135,0.022140849,4.285156345,1.388231248,16.91431552,3.20997695,5.035269735,0.22140849,0.347308247,347.3082474,425.3905935,-13.02968858,412.360905,6974.802455
S18,NMIN_DRYALL_t2mt0_FC_DSUM,16,2.772588722,C2,10-24 yr,DRYALL,DRY15,t2mt0,FC,wet,S18_DSUM,DSUM,S18_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.256883666,NA,0.577432308,577.4323089,NA,NA,NA,NA
S18,NMIN_DRYALL_t2mt0_FM_D1,16,2.772588722,C2,10-24 yr,DRYALL,DRY15,t2mt0,FM,dry,S18_D1,D1,S18_DRY15_D1,D0-5_cm,5,0.2127,0.77799325,0.628576936,0.013825,0.014965,0.012079543,0.79294375,0.640656479,0.004882035,31,32.5,0.170284502,1.615893771,0.398740807,-22.43408806,27.1967984,0.028482573,2.39158038,1.665064172,16.33278761,3.98740807,3.221613931,0.28482573,0.230124061,230.1240615,195.1125233,3.753064582,198.8655879,3248.02941
S18,NMIN_DRYALL_t2mt0_FM_D2,16,2.772588722,C2,10-24 yr,DRYALL,DRY15,t2mt0,FM,dry,S18_D2,D2,S18_DRY15_D2,D5-15_cm,10,0.2972,1.1000175,1.725521378,0.018675,0.019925,0.031240846,1.119933,1.756762225,-0.013283447,28,32.5,0.462125779,1.568631119,0.320997695,-22.83093792,23.48098135,0.022140849,4.285156345,1.388231248,16.91431552,3.20997695,5.035269735,0.22140849,0.347308247,347.3082474,342.6870402,6.207209681,348.8942498,5901.307425
S18,NMIN_DRYALL_t2mt0_FM_DSUM,16,2.772588722,C2,10-24 yr,DRYALL,DRY15,t2mt0,FM,dry,S18_DSUM,DSUM,S18_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.256883666,NA,0.577432308,577.4323089,NA,NA,NA,NA
S18,NMIN_WETALL_t2mt0_FC_D1,16,2.772588722,C2,10-24 yr,WETALL,WET15,t2mt0,FC,wet,S18_D1,D1,S18_WET15_D1,D0-5_cm,5,0.4529,1.6729985,1.351693737,-0.005425,-0.0060025,-0.004848314,1.66699775,1.346845423,-0.007956773,23,26,1.689359556,1.615893771,0.398740807,-22.43408806,27.1967984,0.028482573,2.39158038,1.665064172,16.33278761,3.98740807,3.221613931,0.28482573,0.230124061,230.1240615,419.5704254,-1.505363859,418.0650615,6828.167857
S18,NMIN_WETALL_t2mt0_FC_D2,16,2.772588722,C2,10-24 yr,WETALL,WET15,t2mt0,FC,wet,S18_D2,D2,S18_WET15_D2,D5-15_cm,10,-0.0041,-0.021077,-0.033062313,0,0,0,-0.021077,-0.033062313,0,23,26,1.296111665,1.568631119,0.320997695,-22.83093792,23.48098135,0.022140849,4.285156345,1.388231248,16.91431552,3.20997695,5.035269735,0.22140849,0.347308247,347.3082474,-6.566090763,0,-6.566090763,-111.0609309
S18,NMIN_WETALL_t2mt0_FC_DSUM,16,2.772588722,C2,10-24 yr,WETALL,WET15,t2mt0,FC,wet,S18_DSUM,DSUM,S18_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.256883666,NA,0.577432308,577.4323089,NA,NA,NA,NA
S18,NMIN_WETALL_t2mt0_FM_D1,16,2.772588722,C2,10-24 yr,WETALL,WET15,t2mt0,FM,dry,S18_D1,D1,S18_WET15_D1,D0-5_cm,5,0.2969,1.109391,0.896329118,0.038375,0.0418975,0.033833953,1.15126725,0.93016307,0.017718923,23,26,1.689359556,1.615893771,0.398740807,-22.43408806,27.1967984,0.028482573,2.39158038,1.665064172,16.33278761,3.98740807,3.221613931,0.28482573,0.230124061,230.1240615,278.223593,10.50745228,288.7310453,4715.782839
S18,NMIN_WETALL_t2mt0_FM_D2,16,2.772588722,C2,10-24 yr,WETALL,WET15,t2mt0,FM,dry,S18_D2,D2,S18_WET15_D2,D5-15_cm,10,0.54415,2.038798,3.19812178,0,0,0,2.038798,3.19812178,0,23,26,1.296111665,1.568631119,0.320997695,-22.83093792,23.48098135,0.022140849,4.285156345,1.388231248,16.91431552,3.20997695,5.035269735,0.22140849,0.347308247,347.3082474,635.1441246,0,635.1441246,10743.02812
S18,NMIN_WETALL_t2mt0_FM_DSUM,16,2.772588722,C2,10-24 yr,WETALL,WET15,t2mt0,FM,dry,S18_DSUM,DSUM,S18_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.256883666,NA,0.577432308,577.4323089,NA,NA,NA,NA
S03,NMIN_DRYALL_t0_X_D1,19,2.944438979,C2d,6-19d yr,DRYALL,DRY15,t0,X,initial,S03_D1,D1,S03_DRY15_D1,D0-5_cm,5,0.2971,1.1152965,1.005672043,0.01645,0.018,0.016198642,1.133261,1.021870685,0.015998118,27,30,0.16025641,1.803416491,0.420930212,-22.33639862,29.45809931,0.030702508,4.491366591,1.841711857,15.99495556,4.20930212,3.795562429,0.30702508,0.276847046,276.8470462,264.9599549,4.276243303,269.2361982,4306.421026
S03,NMIN_DRYALL_t0_X_D2,19,2.944438979,C2d,6-19d yr,DRYALL,DRY15,t0,X,initial,S03_D2,D2,S03_DRY15_D2,D5-15_cm,10,0.2681,1.0056785,1.697902631,0.0178,0.0194,0.032796593,1.025104,1.730699223,0.019318212,27,30,0.070072087,1.688315636,0.351055309,-22.36309009,23.82787911,0.023290357,3.823170784,1.354999683,17.58515475,3.51055309,5.926921673,0.23290357,0.393214739,393.2147389,286.4729501,5.526194734,291.9991448,5134.850148
S03,NMIN_DRYALL_t0_X_DSUM,19,2.944438979,C2d,6-19d yr,DRYALL,DRY15,t0,X,initial,S03_DSUM,DSUM,S03_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.722484102,NA,0.670061785,670.0617851,NA,NA,NA,NA
S03,NMIN_WETALL_t0_X_D1,19,2.944438979,C2d,6-19d yr,WETALL,WET15,t0,X,initial,S03_D1,D1,S03_WET15_D1,D0-5_cm,5,0.28675,1.08661125,0.979806023,0.043975,0.048575,0.043785715,1.13516975,1.023591738,0.04420873,30,27.5,1.904661882,1.803416491,0.420930212,-22.33639862,29.45809931,0.030702508,4.491366591,1.841711857,15.99495556,4.20930212,3.795562429,0.30702508,0.276847046,276.8470462,258.1452267,11.53991769,269.6851444,4313.6019
S03,NMIN_WETALL_t0_X_D2,19,2.944438979,C2d,6-19d yr,WETALL,WET15,t0,X,initial,S03_D2,D2,S03_WET15_D2,D5-15_cm,10,0.103,0.3869895,0.653360843,0.00505,0.00552,0.009319659,0.39251,0.662680502,0.0131832,28,27.5,2.350536536,1.688315636,0.351055309,-22.36309009,23.82787911,0.023290357,3.823170784,1.354999683,17.58515475,3.51055309,5.926921673,0.23290357,0.393214739,393.2147389,110.2360483,1.572401801,111.8084501,1966.168897
S03,NMIN_WETALL_t0_X_DSUM,19,2.944438979,C2d,6-19d yr,WETALL,WET15,t0,X,initial,S03_DSUM,DSUM,S03_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.722484102,NA,0.670061785,670.0617851,NA,NA,NA,NA
S03,NMIN_DRYALL_t2mt0_FC_D1,19,2.944438979,C2d,6-19d yr,DRYALL,DRY15,t2mt0,FC,wet,S03_D1,D1,S03_DRY15_D1,D0-5_cm,5,0.1669,0.6155545,0.555050744,0.00325,0.0034,0.003117164,0.6190115,0.558167908,-0.002815108,27,30,0.16025641,1.803416491,0.420930212,-22.33639862,29.45809931,0.030702508,4.491366591,1.841711857,15.99495556,4.20930212,3.795562429,0.30702508,0.276847046,276.8470462,146.2367116,0.807734846,147.0444464,2351.969386
S03,NMIN_DRYALL_t2mt0_FC_D2,19,2.944438979,C2d,6-19d yr,DRYALL,DRY15,t2mt0,FC,wet,S03_D2,D2,S03_DRY15_D2,D5-15_cm,10,0.1834,0.6751375,1.139845151,0.0106,0.011375,0.019184751,0.686500875,1.159029903,-0.000186207,27,30,0.070072087,1.688315636,0.351055309,-22.36309009,23.82787911,0.023290357,3.823170784,1.354999683,17.58515475,3.51055309,5.926921673,0.23290357,0.393214739,393.2147389,192.3165617,3.24023016,195.5567919,3438.896448
S03,NMIN_DRYALL_t2mt0_FC_DSUM,19,2.944438979,C2d,6-19d yr,DRYALL,DRY15,t2mt0,FC,wet,S03_DSUM,DSUM,S03_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.722484102,NA,0.670061785,670.0617851,NA,NA,NA,NA
S03,NMIN_DRYALL_t2mt0_FM_D1,19,2.944438979,C2d,6-19d yr,DRYALL,DRY15,t2mt0,FM,dry,S03_D1,D1,S03_DRY15_D1,D0-5_cm,5,0.2519,0.937464,0.845318772,0.0164,0.0177,0.016023918,0.955234,0.86134269,0.001475367,27,30,0.16025641,1.803416491,0.420930212,-22.33639862,29.45809931,0.030702508,4.491366591,1.841711857,15.99495556,4.20930212,3.795562429,0.30702508,0.276847046,276.8470462,222.7124529,4.204972581,226.9174254,3629.534136
S03,NMIN_DRYALL_t2mt0_FM_D2,19,2.944438979,C2d,6-19d yr,DRYALL,DRY15,t2mt0,FM,dry,S03_D2,D2,S03_DRY15_D2,D5-15_cm,10,0.1734,0.642934,1.085475832,0.035075,0.0380375,0.064171992,0.680943625,1.149647825,0.014079003,27,30,0.070072087,1.688315636,0.351055309,-22.36309009,23.82787911,0.023290357,3.823170784,1.354999683,17.58515475,3.51055309,5.926921673,0.23290357,0.393214739,393.2147389,183.1432209,10.83518723,193.9784081,3411.140325
S03,NMIN_DRYALL_t2mt0_FM_DSUM,19,2.944438979,C2d,6-19d yr,DRYALL,DRY15,t2mt0,FM,dry,S03_DSUM,DSUM,S03_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.722484102,NA,0.670061785,670.0617851,NA,NA,NA,NA
S03,NMIN_WETALL_t2mt0_FC_D1,19,2.944438979,C2d,6-19d yr,WETALL,WET15,t2mt0,FC,wet,S03_D1,D1,S03_WET15_D1,D0-5_cm,5,0.42035,1.57009175,1.415765345,-0.042975,-0.04748,-0.042800069,1.52262675,1.372965276,-0.043852674,30,27.5,1.904661882,1.803416491,0.420930212,-22.33639862,29.45809931,0.030702508,4.491366591,1.841711857,15.99495556,4.20930212,3.795562429,0.30702508,0.276847046,276.8470462,373.0052406,-11.27977956,361.725461,5785.782674
S03,NMIN_WETALL_t2mt0_FC_D2,19,2.944438979,C2d,6-19d yr,WETALL,WET15,t2mt0,FC,wet,S03_D2,D2,S03_WET15_D2,D5-15_cm,10,0.433575,1.658582167,2.80020963,-0.00505,-0.00552,-0.009319659,1.653061667,2.790889971,-0.0131832,28,27.5,2.350536536,1.688315636,0.351055309,-22.36309009,23.82787911,0.023290357,3.823170784,1.354999683,17.58515475,3.51055309,5.926921673,0.23290357,0.393214739,393.2147389,472.4560844,-1.572401801,470.8836826,8280.562428
S03,NMIN_WETALL_t2mt0_FC_DSUM,19,2.944438979,C2d,6-19d yr,WETALL,WET15,t2mt0,FC,wet,S03_DSUM,DSUM,S03_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.722484102,NA,0.670061785,670.0617851,NA,NA,NA,NA
S03,NMIN_WETALL_t2mt0_FM_D1,19,2.944438979,C2d,6-19d yr,WETALL,WET15,t2mt0,FM,dry,S03_D1,D1,S03_WET15_D1,D0-5_cm,5,0.93535,3.505040917,3.160524578,-0.019475,-0.021791667,-0.019637384,3.483262917,3.140887193,-0.040069946,30,27.5,1.904661882,1.803416491,0.420930212,-22.33639862,29.45809931,0.030702508,4.491366591,1.841711857,15.99495556,4.20930212,3.795562429,0.30702508,0.276847046,276.8470462,832.6893193,-5.177026115,827.5122932,13236.02235
S03,NMIN_WETALL_t2mt0_FM_D2,19,2.944438979,C2d,6-19d yr,WETALL,WET15,t2mt0,FM,dry,S03_D2,D2,S03_WET15_D2,D5-15_cm,10,0.26635,1.000725875,1.689540393,0.00445,0.004855,0.008212373,1.005589625,1.697752765,-0.005571352,28,27.5,2.350536536,1.688315636,0.351055309,-22.36309009,23.82787911,0.023290357,3.823170784,1.354999683,17.58515475,3.51055309,5.926921673,0.23290357,0.393214739,393.2147389,285.0621681,1.382972961,286.445141,5037.182133
S03,NMIN_WETALL_t2mt0_FM_DSUM,19,2.944438979,C2d,6-19d yr,WETALL,WET15,t2mt0,FM,dry,S03_DSUM,DSUM,S03_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.722484102,NA,0.670061785,670.0617851,NA,NA,NA,NA
S09,NMIN_DRYALL_t0_X_D1,6,1.791759469,C2d,6-19d,DRYALL,DRY15,t0,X,initial,S09_D1,D1,S09_DRY15_D1,D0-5_cm,5,0.534,2.006335,1.696320271,0.0738,0.0807,0.068204921,2.087005,1.764525192,0.040307223,33,39.5,0.200320513,1.690963975,0.451404645,-21.33028815,31.06040127,0.029950287,3.994707031,1.766425164,17.5837629,4.51404645,3.816544964,0.29950287,0.253224282,253.2242818,444.4648548,17.87752982,462.3423846,8129.71887
S09,NMIN_DRYALL_t0_X_D2,6,1.791759469,C2d,6-19d,DRYALL,DRY15,t0,X,initial,S09_D2,D2,S09_DRY15_D2,D5-15_cm,10,0.2395,0.899074,1.506289653,0.0991,0.1082325,0.181330198,1.007306,1.68761985,0.120398676,30.5,39.5,0.746993383,1.675379523,0.3891709,-21.98392848,29.10998335,0.024902422,5.402597327,1.596600995,18.23247226,3.891709,6.520089568,0.24902422,0.417210079,417.2100789,231.0229259,27.81104651,258.8339724,4719.183222
S09,NMIN_DRYALL_t0_X_DSUM,6,1.791759469,C2d,6-19d,DRYALL,DRY15,t0,X,initial,S09_DSUM,DSUM,S09_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.33663453,NA,0.670434361,670.4343607,NA,NA,NA,NA
S09,NMIN_WETALL_t0_X_D1,6,1.791759469,C2d,6-19d,WETALL,WET15,t0,X,initial,S09_D1,D1,S09_WET15_D1,D0-5_cm,5,0.286,1.074554,0.9085161,0.0767,0.08385,0.07088506,1.158394,0.97940116,0.094933648,37.5,35,2.035749752,1.690963975,0.451404645,-21.33028815,31.06040127,0.029950287,3.994707031,1.766425164,17.5837629,4.51404645,3.816544964,0.29950287,0.253224282,253.2242818,238.0467308,18.57535161,256.6220824,4512.381852
S09,NMIN_WETALL_t0_X_D2,6,1.791759469,C2d,6-19d,WETALL,WET15,t0,X,initial,S09_D2,D2,S09_WET15_D2,D5-15_cm,10,0.09975,0.37941375,0.635662096,0.03855,0.042475,0.071145928,0.42187925,0.706808024,0.156194856,31.5,35,1.575578533,1.675379523,0.3891709,-21.98392848,29.10998335,0.024902422,5.402597327,1.596600995,18.23247226,3.891709,6.520089568,0.24902422,0.417210079,417.2100789,97.49283669,10.91422817,108.4070649,1976.528803
S09,NMIN_WETALL_t0_X_DSUM,6,1.791759469,C2d,6-19d,WETALL,WET15,t0,X,initial,S09_DSUM,DSUM,S09_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.33663453,NA,0.670434361,670.4343607,NA,NA,NA,NA
S09,NMIN_DRYALL_t2mt0_FC_D1,6,1.791759469,C2d,6-19d,DRYALL,DRY15,t2mt0,FC,wet,S09_D1,D1,S09_DRY15_D1,D0-5_cm,5,0.556,2.0828925,1.761047933,-0.06745,-0.07377,-0.06234689,2.009151,1.698701043,-0.038588388,33,39.5,0.200320513,1.690963975,0.451404645,-21.33028815,31.06040127,0.029950287,3.994707031,1.766425164,17.5837629,4.51404645,3.816544964,0.29950287,0.253224282,253.2242818,461.4246936,-16.34232187,445.0823717,7826.222895
S09,NMIN_DRYALL_t2mt0_FC_D2,6,1.791759469,C2d,6-19d,DRYALL,DRY15,t2mt0,FC,wet,S09_D2,D2,S09_DRY15_D2,D5-15_cm,10,0.0905,0.32520075,0.544835352,-0.0828,-0.0906325,-0.151849895,0.23456525,0.392985457,-0.103719585,30.5,39.5,0.746993383,1.675379523,0.3891709,-21.98392848,29.10998335,0.024902422,5.402597327,1.596600995,18.23247226,3.891709,6.520089568,0.24902422,0.417210079,417.2100789,83.5624529,-23.28861176,60.27384113,1098.941136
S09,NMIN_DRYALL_t2mt0_FC_DSUM,6,1.791759469,C2d,6-19d,DRYALL,DRY15,t2mt0,FC,wet,S09_DSUM,DSUM,S09_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.33663453,NA,0.670434361,670.4343607,NA,NA,NA,NA
S09,NMIN_DRYALL_t2mt0_FM_D1,6,1.791759469,C2d,6-19d,DRYALL,DRY15,t2mt0,FM,dry,S09_D1,D1,S09_DRY15_D1,D0-5_cm,5,0.176,0.646373,0.54649684,0.0296,0.0316885,0.026817826,0.6780925,0.573314666,0.002062433,33,39.5,0.200320513,1.690963975,0.451404645,-21.33028815,31.06040127,0.029950287,3.994707031,1.766425164,17.5837629,4.51404645,3.816544964,0.29950287,0.253224282,253.2242818,143.1914818,7.0199765,150.2114583,2641.282667
S09,NMIN_DRYALL_t2mt0_FM_D2,6,1.791759469,C2d,6-19d,DRYALL,DRY15,t2mt0,FM,dry,S09_D2,D2,S09_DRY15_D2,D5-15_cm,10,0.21925,0.820599625,1.374816248,0.0217875,0.023594875,0.039530434,0.844195,1.414346682,-0.042215764,30.5,39.5,0.746993383,1.675379523,0.3891709,-21.98392848,29.10998335,0.024902422,5.402597327,1.596600995,18.23247226,3.891709,6.520089568,0.24902422,0.417210079,417.2100789,210.8584236,6.062856961,216.9212806,3955.011231
S09,NMIN_DRYALL_t2mt0_FM_DSUM,6,1.791759469,C2d,6-19d,DRYALL,DRY15,t2mt0,FM,dry,S09_DSUM,DSUM,S09_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.33663453,NA,0.670434361,670.4343607,NA,NA,NA,NA
S09,NMIN_WETALL_t2mt0_FC_D1,6,1.791759469,C2d,6-19d,WETALL,WET15,t2mt0,FC,wet,S09_D1,D1,S09_WET15_D1,D0-5_cm,5,-0.1777,-0.667651,-0.564487101,-0.06435,-0.07035,-0.059471364,-0.7379915,-0.623958465,-0.060708782,37.5,35,2.035749752,1.690963975,0.451404645,-21.33028815,31.06040127,0.029950287,3.994707031,1.766425164,17.5837629,4.51404645,3.816544964,0.29950287,0.253224282,253.2242818,-147.9052126,-15.58468677,-163.4898994,-2874.767628
S09,NMIN_WETALL_t2mt0_FC_D2,6,1.791759469,C2d,6-19d,WETALL,WET15,t2mt0,FC,wet,S09_D2,D2,S09_WET15_D2,D5-15_cm,10,-0.0495125,-0.19066225,-0.319431812,-0.006775,-0.007735,-0.012955205,-0.198395,-0.332387017,0.054776521,31.5,35,1.575578533,1.675379523,0.3891709,-21.98392848,29.10998335,0.024902422,5.402597327,1.596600995,18.23247226,3.891709,6.520089568,0.24902422,0.417210079,417.2100789,-48.99190818,-1.987558679,-50.97946686,-929.4817154
S09,NMIN_WETALL_t2mt0_FC_DSUM,6,1.791759469,C2d,6-19d,WETALL,WET15,t2mt0,FC,wet,S09_DSUM,DSUM,S09_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.33663453,NA,0.670434361,670.4343607,NA,NA,NA,NA
S09,NMIN_WETALL_t2mt0_FM_D1,6,1.791759469,C2d,6-19d,WETALL,WET15,t2mt0,FM,dry,S09_D1,D1,S09_WET15_D1,D0-5_cm,5,0.0538,0.2021365,0.170902679,0.0603,0.06615,0.05572841,0.2680495,0.22663109,0.022429226,37.5,35,2.035749752,1.690963975,0.451404645,-21.33028815,31.06040127,0.029950287,3.994707031,1.766425164,17.5837629,4.51404645,3.816544964,0.29950287,0.253224282,253.2242818,44.77944617,14.65425771,59.43370388,1045.068157
S09,NMIN_WETALL_t2mt0_FM_D2,6,1.791759469,C2d,6-19d,WETALL,WET15,t2mt0,FM,dry,S09_D2,D2,S09_WET15_D2,D5-15_cm,10,0.27155,1.01562775,1.701562175,0.033225,0.0359825,0.060298261,1.05161875,1.761860435,-0.091957656,31.5,35,1.575578533,1.675379523,0.3891709,-21.98392848,29.10998335,0.024902422,5.402597327,1.596600995,18.23247226,3.891709,6.520089568,0.24902422,0.417210079,417.2100789,260.9721719,9.245937967,270.2181098,4926.744192
S09,NMIN_WETALL_t2mt0_FM_DSUM,6,1.791759469,C2d,6-19d,WETALL,WET15,t2mt0,FM,dry,S09_DSUM,DSUM,S09_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.33663453,NA,0.670434361,670.4343607,NA,NA,NA,NA
S11,NMIN_DRYALL_t0_X_D1,18,2.890371758,C2d,6-19d yr,DRYALL,DRY15,t0,X,initial,S11_D1,D1,S11_DRY15_D1,D0-5_cm,5,1.3083,4.9114425,3.639503706,0.04614,0.0504,0.037343234,4.9618365,3.67684694,0.010266431,30,35,0.482315113,1.48205083,0.574549219,-23.24345711,45.13084116,0.042928291,3.807948071,2.89030049,15.61458447,5.74549219,4.257555734,0.42928291,0.318109547,318.1095465,854.8340747,8.772094423,863.6061691,13484.85148
S11,NMIN_DRYALL_t0_X_D2,18,2.890371758,C2d,6-19d yr,DRYALL,DRY15,t0,X,initial,S11_D2,D2,S11_DRY15_D2,D5-15_cm,10,0.7813,2.93548625,4.667486476,0.096425,0.1054095,0.167589824,3.0408875,4.835076298,0.035875662,28,35,0.969207481,1.590021543,0.292972702,-21.908909,20.50076481,0.024094395,1.805091055,1.445147384,14.18593359,2.92972702,4.658329077,0.24094395,0.383106071,383.1060712,1001.965791,35.97929066,1037.945081,14724.21999
S11,NMIN_DRYALL_t0_X_DSUM,18,2.890371758,C2d,6-19d yr,DRYALL,DRY15,t0,X,initial,S11_DSUM,DSUM,S11_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.915884811,NA,0.701215618,701.2156177,NA,NA,NA,NA
S11,NMIN_WETALL_t0_X_D1,18,2.890371758,C2d,6-19d yr,WETALL,WET15,t0,X,initial,S11_D1,D1,S11_WET15_D1,D0-5_cm,5,0.4515,1.724177,1.277658968,0.0535,0.05945,0.044045721,1.7836155,1.32170469,0.034552902,27,27,4.298874104,1.48205083,0.574549219,-23.24345711,45.13084116,0.042928291,3.807948071,2.89030049,15.61458447,5.74549219,4.257555734,0.42928291,0.318109547,318.1095465,300.0921319,10.34724233,310.4393742,4847.381831
S11,NMIN_WETALL_t0_X_D2,18,2.890371758,C2d,6-19d yr,WETALL,WET15,t0,X,initial,S11_D2,D2,S11_WET15_D2,D5-15_cm,10,0.18675,0.70805925,1.125829747,0.0012,0.001335,0.002119831,0.70939275,1.127949578,0.001678459,26,27,3.411405295,1.590021543,0.292972702,-21.908909,20.50076481,0.024094395,1.805091055,1.445147384,14.18593359,2.92972702,4.658329077,0.24094395,0.383106071,383.1060712,241.6809638,0.455673853,242.1366377,3434.934262
