SITE,DATADESC,AGE,logage,CLASS,CLASS_DESC,SEASONCODE,SEASON,TIME,TRIAL,TRIALDESC,SITE.DEPTH,DEPTHCODE,SITE.SEASON.DEPTH,DEPTH,DEPTHnum,NH4mgL,mgNNH4kgsoil,kgNNH4ha,NO3mgL,mgNNO3kgsoil,kgNNO3ha,EmgNNH4NO3kgsoil,EkgNNH4NO3ha,NO3toNH4mol,SOILTEMP,AIRTEMP,MOIST,BulkDen,PCT_Cx,d13Cx,Cumolx,PCT_Nx,d15Nx,Numolx,CtoNumolx,gCkgsoil,C_Mghax,gNkgsoil,N_Mghax,N_kgha,mgNNH4kgOrgC,mgNNO3kgOrgC,EmgNNH4NO3kgOrgC,estmgCkg
S11,NMIN_WETALL_t0_X_DSUM,18,2.890371758,C2d,6-19d yr,WETALL,WET15,t0,X,initial,S11_DSUM,DSUM,S11_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.915884811,NA,0.701215618,701.2156177,NA,NA,NA,NA
S11,NMIN_DRYALL_t2mt0_FC_D1,18,2.890371758,C2d,6-19d yr,DRYALL,DRY15,t2mt0,FC,wet,S11_D1,D1,S11_DRY15_D1,D0-5_cm,5,-0.0633,-0.247118,-0.183120547,-0.04614,-0.0504,-0.037343234,-0.297512,-0.220463781,-0.010266431,30,35,0.482315113,1.48205083,0.574549219,-23.24345711,45.13084116,0.042928291,3.807948071,2.89030049,15.61458447,5.74549219,4.257555734,0.42928291,0.318109547,318.1095465,-43.01076249,-8.772094423,-51.78285692,-808.5677934
S11,NMIN_DRYALL_t2mt0_FC_D2,18,2.890371758,C2d,6-19d yr,DRYALL,DRY15,t2mt0,FC,wet,S11_D2,D2,S11_DRY15_D2,D5-15_cm,10,0.2387,0.86536025,1.375941296,-0.096425,-0.1054095,-0.167589824,0.759959,1.208351474,-0.035875662,28,35,0.969207481,1.590021543,0.292972702,-21.908909,20.50076481,0.024094395,1.805091055,1.445147384,14.18593359,2.92972702,4.658329077,0.24094395,0.383106071,383.1060712,295.3723142,-35.97929066,259.3930236,3679.732206
S11,NMIN_DRYALL_t2mt0_FC_DSUM,18,2.890371758,C2d,6-19d yr,DRYALL,DRY15,t2mt0,FC,wet,S11_DSUM,DSUM,S11_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.915884811,NA,0.701215618,701.2156177,NA,NA,NA,NA
S11,NMIN_DRYALL_t2mt0_FM_D1,18,2.890371758,C2d,6-19d yr,DRYALL,DRY15,t2mt0,FM,dry,S11_D1,D1,S11_DRY15_D1,D0-5_cm,5,0.1242,0.43621975,0.323249893,0.02486,0.026725,0.019798516,0.4629375,0.343048409,0.004157071,30,35,0.482315113,1.48205083,0.574549219,-23.24345711,45.13084116,0.042928291,3.807948071,2.89030049,15.61458447,5.74549219,4.257555734,0.42928291,0.318109547,318.1095465,75.92382612,4.651472688,80.57529881,1258.149809
S11,NMIN_DRYALL_t2mt0_FM_D2,18,2.890371758,C2d,6-19d yr,DRYALL,DRY15,t2mt0,FM,dry,S11_D2,D2,S11_DRY15_D2,D5-15_cm,10,0.3137,1.13289,1.801319197,0.051975,0.0550055,0.087473408,1.18790325,1.888792606,0.003622624,28,35,0.969207481,1.590021543,0.292972702,-21.908909,20.50076481,0.024094395,1.805091055,1.445147384,14.18593359,2.92972702,4.658329077,0.24094395,0.383106071,383.1060712,386.6879038,18.7749574,405.4628612,5751.869222
S11,NMIN_DRYALL_t2mt0_FM_DSUM,18,2.890371758,C2d,6-19d yr,DRYALL,DRY15,t2mt0,FM,dry,S11_DSUM,DSUM,S11_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.915884811,NA,0.701215618,701.2156177,NA,NA,NA,NA
S11,NMIN_WETALL_t2mt0_FC_D1,18,2.890371758,C2d,6-19d yr,WETALL,WET15,t2mt0,FC,wet,S11_D1,D1,S11_WET15_D1,D0-5_cm,5,0.0655,0.218286,0.16175556,-0.0535,-0.05945,-0.044045721,0.1588475,0.117709838,-0.034552902,27,27,4.298874104,1.48205083,0.574549219,-23.24345711,45.13084116,0.042928291,3.807948071,2.89030049,15.61458447,5.74549219,4.257555734,0.42928291,0.318109547,318.1095465,37.99256753,-10.34724233,27.6453252,431.6702655
S11,NMIN_WETALL_t2mt0_FC_D2,18,2.890371758,C2d,6-19d yr,WETALL,WET15,t2mt0,FC,wet,S11_D2,D2,S11_WET15_D2,D5-15_cm,10,0.0645,0.23593275,0.375137843,0.05805,0.06344,0.100858619,0.299365,0.475996461,0.068354653,26,27,3.411405295,1.590021543,0.292972702,-21.908909,20.50076481,0.024094395,1.805091055,1.445147384,14.18593359,2.92972702,4.658329077,0.24094395,0.383106071,383.1060712,80.53062568,21.65389457,102.1845202,1449.582818
S11,NMIN_WETALL_t2mt0_FC_DSUM,18,2.890371758,C2d,6-19d yr,WETALL,WET15,t2mt0,FC,wet,S11_DSUM,DSUM,S11_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.915884811,NA,0.701215618,701.2156177,NA,NA,NA,NA
S11,NMIN_WETALL_t2mt0_FM_D1,18,2.890371758,C2d,6-19d yr,WETALL,WET15,t2mt0,FM,dry,S11_D1,D1,S11_WET15_D1,D0-5_cm,5,0.3355,1.232725,0.913480749,0.113,0.12255,0.090820233,1.355286,1.00430098,0.026997693,27,27,4.298874104,1.48205083,0.574549219,-23.24345711,45.13084116,0.042928291,3.807948071,2.89030049,15.61458447,5.74549219,4.257555734,0.42928291,0.318109547,318.1095465,214.5551607,21.32976531,235.884926,3683.245102
S11,NMIN_WETALL_t2mt0_FM_D2,18,2.890371758,C2d,6-19d yr,WETALL,WET15,t2mt0,FM,dry,S11_D2,D2,S11_WET15_D2,D5-15_cm,10,0.556,2.0825875,3.311359016,0.06405,0.069988,0.111286817,2.152578,3.422645833,0.023780818,26,27,3.411405295,1.590021543,0.292972702,-21.908909,20.50076481,0.024094395,1.805091055,1.445147384,14.18593359,2.92972702,4.658329077,0.24094395,0.383106071,383.1060712,710.8469444,23.88891508,734.7358595,10422.91411
S11,NMIN_WETALL_t2mt0_FM_DSUM,18,2.890371758,C2d,6-19d yr,WETALL,WET15,t2mt0,FM,dry,S11_DSUM,DSUM,S11_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.915884811,NA,0.701215618,701.2156177,NA,NA,NA,NA
S16,NMIN_DRYALL_t0_X_D1,100,4.605170186,C3,30-40 yr,DRYALL,DRY15,t0,X,initial,S16_D1,D1,S16_DRY15_D1,D0-5_cm,5,0.529,1.986022,1.567883523,0.0462,0.05045,0.039813603,2.036453,1.607697126,0.026270997,27.5,28,0.361228176,1.578918895,0.889925785,-24.04414799,61.66444083,0.057899287,2.694465694,3.438804071,17.93194365,8.89925785,7.025603185,0.57899287,0.457091391,457.0913913,223.1671487,5.669012051,228.8361608,4103.47714
S16,NMIN_DRYALL_t0_X_D2,100,4.605170186,C3,30-40 yr,DRYALL,DRY15,t0,X,initial,S16_D2,D2,S16_DRY15_D2,D5-15_cm,10,0.2565,0.9637175,1.565706656,0.0216,0.0236,0.038359199,0.9873275,1.604065855,0.024504123,27.5,28,0.583448434,1.624653659,0.463853694,-23.15057487,32.17598458,0.027369422,2.912878024,1.627307646,19.77252713,4.63853694,7.536016012,0.27369422,0.444658316,444.658316,207.7632479,5.087811158,212.851059,4208.603339
S16,NMIN_DRYALL_t0_X_DSUM,100,4.605170186,C3,30-40 yr,DRYALL,DRY15,t0,X,initial,S16_DSUM,DSUM,S16_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5616192,NA,0.901749707,901.7497073,NA,NA,NA,NA
S16,NMIN_WETALL_t0_X_D1,100,4.605170186,C3,30-40 yr,WETALL,WET15,t0,X,initial,S16_D1,D1,S16_WET15_D1,D0-5_cm,5,0.2956,1.110623,0.876791824,0,0,0,1.110623,0.876791824,0,30.5,30,3.145951521,1.578918895,0.889925785,-24.04414799,61.66444083,0.057899287,2.694465694,3.438804071,17.93194365,8.89925785,7.025603185,0.57899287,0.457091391,457.0913913,124.7995079,0,124.7995079,2237.897742
S16,NMIN_WETALL_t0_X_D2,100,4.605170186,C3,30-40 yr,WETALL,WET15,t0,X,initial,S16_D2,D2,S16_WET15_D2,D5-15_cm,10,0.26935,1.028587,1.671097782,0,0,0,1.028587,1.671097782,0,28,30,1.486968118,1.624653659,0.463853694,-23.15057487,32.17598458,0.027369422,2.912878024,1.627307646,19.77252713,4.63853694,7.536016012,0.27369422,0.444658316,444.658316,221.7481532,0,221.7481532,4384.521375
S16,NMIN_WETALL_t0_X_DSUM,100,4.605170186,C3,30-40 yr,WETALL,WET15,t0,X,initial,S16_DSUM,DSUM,S16_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5616192,NA,0.901749707,901.7497073,NA,NA,NA,NA
S16,NMIN_DRYALL_t2mt0_FC_D1,100,4.605170186,C3,30-40 yr,DRYALL,DRY15,t2mt0,FC,wet,S16_D1,D1,S16_DRY15_D1,D0-5_cm,5,0.449,1.66641275,1.315565492,-0.04485,-0.04899,-0.038660459,1.6174425,1.276905032,-0.025812903,27.5,28,0.361228176,1.578918895,0.889925785,-24.04414799,61.66444083,0.057899287,2.694465694,3.438804071,17.93194365,8.89925785,7.025603185,0.57899287,0.457091391,457.0913913,187.2530022,-5.504953427,181.7480488,3259.09577
S16,NMIN_DRYALL_t2mt0_FC_D2,100,4.605170186,C3,30-40 yr,DRYALL,DRY15,t2mt0,FC,wet,S16_D2,D2,S16_DRY15_D2,D5-15_cm,10,0.169,0.623303,1.012651829,-0.0216,-0.0236,-0.038359199,0.599693,0.97429263,-0.024504123,27.5,28,0.583448434,1.624653659,0.463853694,-23.15057487,32.17598458,0.027369422,2.912878024,1.627307646,19.77252713,4.63853694,7.536016012,0.27369422,0.444658316,444.658316,134.3749135,-5.087811158,129.2871023,2556.332738
S16,NMIN_DRYALL_t2mt0_FC_DSUM,100,4.605170186,C3,30-40 yr,DRYALL,DRY15,t2mt0,FC,wet,S16_DSUM,DSUM,S16_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5616192,NA,0.901749707,901.7497073,NA,NA,NA,NA
S16,NMIN_DRYALL_t2mt0_FM_D1,100,4.605170186,C3,30-40 yr,DRYALL,DRY15,t2mt0,FM,dry,S16_D1,D1,S16_DRY15_D1,D0-5_cm,5,0.1915,0.7028265,0.554853361,-0.03155,-0.03455,-0.027254338,0.66830425,0.527599023,-0.020349196,27.5,28,0.361228176,1.578918895,0.889925785,-24.04414799,61.66444083,0.057899287,2.694465694,3.438804071,17.93194365,8.89925785,7.025603185,0.57899287,0.457091391,457.0913913,78.97585527,-3.882346212,75.09350906,1346.572573
S16,NMIN_DRYALL_t2mt0_FM_D2,100,4.605170186,C3,30-40 yr,DRYALL,DRY15,t2mt0,FM,dry,S16_D2,D2,S16_DRY15_D2,D5-15_cm,10,0.189,0.70024875,1.1376624,0.0188295,0.020325,0.033037238,0.7205845,1.170699637,0.002290215,27.5,28,0.583448434,1.624653659,0.463853694,-23.15057487,32.17598458,0.027369422,2.912878024,1.627307646,19.77252713,4.63853694,7.536016012,0.27369422,0.444658316,444.658316,150.9632798,4.381769567,155.3450494,3071.564203
S16,NMIN_DRYALL_t2mt0_FM_DSUM,100,4.605170186,C3,30-40 yr,DRYALL,DRY15,t2mt0,FM,dry,S16_DSUM,DSUM,S16_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5616192,NA,0.901749707,901.7497073,NA,NA,NA,NA
S16,NMIN_WETALL_t2mt0_FC_D1,100,4.605170186,C3,30-40 yr,WETALL,WET15,t2mt0,FC,wet,S16_D1,D1,S16_WET15_D1,D0-5_cm,5,0.35315,1.326849,1.047493345,0.000225,0.000246,0.000194164,1.32709475,1.047687508,0.0000836,30.5,30,3.145951521,1.578918895,0.889925785,-24.04414799,61.66444083,0.057899287,2.694465694,3.438804071,17.93194365,8.89925785,7.025603185,0.57899287,0.457091391,457.0913913,149.0965901,0.027642755,149.1242329,2674.087341
S16,NMIN_WETALL_t2mt0_FC_D2,100,4.605170186,C3,30-40 yr,WETALL,WET15,t2mt0,FC,wet,S16_D2,D2,S16_WET15_D2,D5-15_cm,10,-0.19735,-0.75807,-1.231601177,0,0,0,-0.75807,-1.231601177,NA,28,30,1.486968118,1.624653659,0.463853694,-23.15057487,32.17598458,0.027369422,2.912878024,1.627307646,19.77252713,4.63853694,7.536016012,0.27369422,0.444658316,444.658316,-163.4286866,0,-163.4286866,-3231.39814
S16,NMIN_WETALL_t2mt0_FC_DSUM,100,4.605170186,C3,30-40 yr,WETALL,WET15,t2mt0,FC,wet,S16_DSUM,DSUM,S16_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5616192,NA,0.901749707,901.7497073,NA,NA,NA,NA
S16,NMIN_WETALL_t2mt0_FM_D1,100,4.605170186,C3,30-40 yr,WETALL,WET15,t2mt0,FM,dry,S16_D1,D1,S16_WET15_D1,D0-5_cm,5,0.14865,0.558505,0.440917133,0.003475,0.00378675,0.002998746,0.5623035,0.443915879,0.001782299,30.5,30,3.145951521,1.578918895,0.889925785,-24.04414799,61.66444083,0.057899287,2.694465694,3.438804071,17.93194365,8.89925785,7.025603185,0.57899287,0.457091391,457.0913913,62.75860408,0.425513011,63.18411709,1133.014027
S16,NMIN_WETALL_t2mt0_FM_D2,100,4.605170186,C3,30-40 yr,WETALL,WET15,t2mt0,FM,dry,S16_D2,D2,S16_WET15_D2,D5-15_cm,10,0.15515,0.5663365,0.920100953,0,0,0,0.5663365,0.920100953,0,28,30,1.486968118,1.624653659,0.463853694,-23.15057487,32.17598458,0.027369422,2.912878024,1.627307646,19.77252713,4.63853694,7.536016012,0.27369422,0.444658316,444.658316,122.0937781,0,122.0937781,2414.10254
S16,NMIN_WETALL_t2mt0_FM_DSUM,100,4.605170186,C3,30-40 yr,WETALL,WET15,t2mt0,FM,dry,S16_DSUM,DSUM,S16_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5616192,NA,0.901749707,901.7497073,NA,NA,NA,NA
S17,NMIN_DRYALL_t0_X_D1,30,3.401197382,C3,30-40 yr,DRYALL,DRY15,t0,X,initial,S17_D1,D1,S17_DRY15_D1,D0-5_cm,5,0.48035,1.80338425,1.399175875,0.0484825,0.05295,0.041083214,1.856336,1.440259089,0.029485133,31,36,0.120136172,1.551722498,1.364720617,-25.0781608,86.34132437,0.087760855,3.48634692,4.759145818,18.14218931,13.64720617,10.58833842,0.87760855,0.680902466,680.9024657,132.1431088,3.879915005,136.0230238,2467.755449
S17,NMIN_DRYALL_t0_X_D2,30,3.401197382,C3,30-40 yr,DRYALL,DRY15,t0,X,initial,S17_D2,D2,S17_DRY15_D2,D5-15_cm,10,0.3041,1.140719,1.842351481,0.050165,0.05475,0.088419822,1.195466,1.930771302,0.048703138,29,36,0.100020004,1.615078898,0.653485807,-23.02047666,42.60182888,0.040790621,3.80024682,2.279321607,18.69057388,6.53485807,10.55431137,0.40790621,0.658800712,658.8007121,174.5591087,8.378146765,182.9372554,3419.202288
S17,NMIN_DRYALL_t0_X_DSUM,30,3.401197382,C3,30-40 yr,DRYALL,DRY15,t0,X,initial,S17_DSUM,DSUM,S17_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.14264979,NA,1.339703178,1339.703178,NA,NA,NA,NA
S17,NMIN_WETALL_t0_X_D1,30,3.401197382,C3,30-40 yr,WETALL,WET15,t0,X,initial,S17_D1,D1,S17_WET15_D1,D0-5_cm,5,0.48535,1.8235485,1.414820456,0.0581,0.0635,0.049273701,1.8870565,1.464094157,0.034813828,24.5,30,1.259445844,1.551722498,1.364720617,-25.0781608,86.34132437,0.087760855,3.48634692,4.759145818,18.14218931,13.64720617,10.58833842,0.87760855,0.680902466,680.9024657,133.6206457,4.652967004,138.2736127,2508.586058
S17,NMIN_WETALL_t0_X_D2,30,3.401197382,C3,30-40 yr,WETALL,WET15,t0,X,initial,S17_D2,D2,S17_WET15_D2,D5-15_cm,10,0.21385,0.803473,1.297672893,0.00105,0.00115,0.001853694,0.804621,1.299526587,0.001343653,23,30,1.414141414,1.615078898,0.653485807,-23.02047666,42.60182888,0.040790621,3.80024682,2.279321607,18.69057388,6.53485807,10.55431137,0.40790621,0.658800712,658.8007121,122.951867,0.175979338,123.1278463,2301.330108
S17,NMIN_WETALL_t0_X_DSUM,30,3.401197382,C3,30-40 yr,WETALL,WET15,t0,X,initial,S17_DSUM,DSUM,S17_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.14264979,NA,1.339703178,1339.703178,NA,NA,NA,NA
S17,NMIN_DRYALL_t2mt0_FC_D1,30,3.401197382,C3,30-40 yr,DRYALL,DRY15,t2mt0,FC,wet,S17_D1,D1,S17_DRY15_D1,D0-5_cm,5,0.57365,2.12178475,1.646210706,-0.0387575,-0.042425,-0.032911339,2.0793655,1.613299365,-0.026716432,31,36,0.120136172,1.551722498,1.364720617,-25.0781608,86.34132437,0.087760855,3.48634692,4.759145818,18.14218931,13.64720617,10.58833842,0.87760855,0.680902466,680.9024657,155.473928,-3.108694884,152.3652332,2764.238904
S17,NMIN_DRYALL_t2mt0_FC_D2,30,3.401197382,C3,30-40 yr,DRYALL,DRY15,t2mt0,FC,wet,S17_D2,D2,S17_DRY15_D2,D5-15_cm,10,0.3824,1.41421775,2.284072866,-0.04684,-0.0511615,-0.082621496,1.363061,2.20145137,-0.04724479,29,36,0.100020004,1.615078898,0.653485807,-23.02047666,42.60182888,0.040790621,3.80024682,2.279321607,18.69057388,6.53485807,10.55431137,0.40790621,0.658800712,658.8007121,216.4113948,-7.829014716,208.5823801,3898.524386
S17,NMIN_DRYALL_t2mt0_FC_DSUM,30,3.401197382,C3,30-40 yr,DRYALL,DRY15,t2mt0,FC,wet,S17_DSUM,DSUM,S17_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.14264979,NA,1.339703178,1339.703178,NA,NA,NA,NA
S17,NMIN_DRYALL_t2mt0_FM_D1,30,3.401197382,C3,30-40 yr,DRYALL,DRY15,t2mt0,FM,dry,S17_D1,D1,S17_DRY15_D1,D0-5_cm,5,0.16115,0.58285375,0.452213538,0.0050175,0.004925,0.003832029,0.587792625,0.456045566,-0.004918698,31,36,0.120136172,1.551722498,1.364720617,-25.0781608,86.34132437,0.087760855,3.48634692,4.759145818,18.14218931,13.64720617,10.58833842,0.87760855,0.680902466,680.9024657,42.70864987,0.360879724,43.06952959,781.3755594
S17,NMIN_DRYALL_t2mt0_FM_D2,30,3.401197382,C3,30-40 yr,DRYALL,DRY15,t2mt0,FM,dry,S17_D2,D2,S17_DRY15_D2,D5-15_cm,10,-0.0451,-0.1763385,-0.284800806,0.003885,0.0038,0.006176428,-0.1725145,-0.278624378,0.012658644,29,36,0.100020004,1.615078898,0.653485807,-23.02047666,42.60182888,0.040790621,3.80024682,2.279321607,18.69057388,6.53485807,10.55431137,0.40790621,0.658800712,658.8007121,-26.98428919,0.581496944,-26.40279225,-493.4833392
S17,NMIN_DRYALL_t2mt0_FM_DSUM,30,3.401197382,C3,30-40 yr,DRYALL,DRY15,t2mt0,FM,dry,S17_DSUM,DSUM,S17_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.14264979,NA,1.339703178,1339.703178,NA,NA,NA,NA
S17,NMIN_WETALL_t2mt0_FC_D1,30,3.401197382,C3,30-40 yr,WETALL,WET15,t2mt0,FC,wet,S17_D1,D1,S17_WET15_D1,D0-5_cm,5,0.37995,1.427541,1.107573983,-0.05785,-0.0632265,-0.04906168,1.3643065,1.058512303,-0.034723428,24.5,30,1.259445844,1.551722498,1.364720617,-25.0781608,86.34132437,0.087760855,3.48634692,4.759145818,18.14218931,13.64720617,10.58833842,0.87760855,0.680902466,680.9024657,104.603168,-4.632926272,99.97024175,1813.679051
S17,NMIN_WETALL_t2mt0_FC_D2,30,3.401197382,C3,30-40 yr,WETALL,WET15,t2mt0,FC,wet,S17_D2,D2,S17_WET15_D2,D5-15_cm,10,0.4672,1.75535575,2.835037528,0.019725,0.0215625,0.034822965,1.77691675,2.869860493,0.007946304,23,30,1.414141414,1.615078898,0.653485807,-23.02047666,42.60182888,0.040790621,3.80024682,2.279321607,18.69057388,6.53485807,10.55431137,0.40790621,0.658800712,658.8007121,268.6142118,3.299612596,271.9138244,5082.225425
S17,NMIN_WETALL_t2mt0_FC_DSUM,30,3.401197382,C3,30-40 yr,WETALL,WET15,t2mt0,FC,wet,S17_DSUM,DSUM,S17_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.14264979,NA,1.339703178,1339.703178,NA,NA,NA,NA
S17,NMIN_WETALL_t2mt0_FM_D1,30,3.401197382,C3,30-40 yr,WETALL,WET15,t2mt0,FM,dry,S17_D1,D1,S17_WET15_D1,D0-5_cm,5,0.54645,2.053112,1.59293013,-0.0105,-0.0115,-0.008904886,2.041635,1.584025244,-0.020908754,24.5,30,1.259445844,1.551722498,1.364720617,-25.0781608,86.34132437,0.087760855,3.48634692,4.759145818,18.14218931,13.64720617,10.58833842,0.87760855,0.680902466,680.9024657,150.4419274,-0.842663316,149.5992641,2714.05817
S17,NMIN_WETALL_t2mt0_FM_D2,30,3.401197382,C3,30-40 yr,WETALL,WET15,t2mt0,FM,dry,S17_D2,D2,S17_WET15_D2,D5-15_cm,10,0.4847,1.8211065,2.941230073,0.001325,0.001445,0.002339186,1.82255475,2.943569258,-0.000167864,23,30,1.414141414,1.615078898,0.653485807,-23.02047666,42.60182888,0.040790621,3.80024682,2.279321607,18.69057388,6.53485807,10.55431137,0.40790621,0.658800712,658.8007121,278.675754,0.221121864,278.8968759,5212.742663
S17,NMIN_WETALL_t2mt0_FM_DSUM,30,3.401197382,C3,30-40 yr,WETALL,WET15,t2mt0,FM,dry,S17_DSUM,DSUM,S17_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.14264979,NA,1.339703178,1339.703178,NA,NA,NA,NA
S19,NMIN_DRYALL_t0_X_D1,40,3.688879454,C3,30-40 yr,DRYALL,DRY15,t0,X,initial,S19_D1,D1,S19_DRY15_D1,D0-5_cm,5,0.3289,1.235737,0.959327002,0.00995,0.010875,0.008443425,1.246613,0.967770426,0.008785619,32,32,0.351153916,1.55263923,0.551467456,-23.87433949,36.57607904,0.03849404,2.00398092,2.188386174,16.71372241,5.51467456,4.281150031,0.3849404,0.298836783,298.8367831,224.0815821,1.972011201,226.0535933,3778.197008
S19,NMIN_DRYALL_t0_X_D2,40,3.688879454,C3,30-40 yr,DRYALL,DRY15,t0,X,initial,S19_D2,D2,S19_DRY15_D2,D5-15_cm,10,0.1704,0.6396885,1.071004567,0,0,0,0.6396885,1.071004567,0,30,32,0.260677762,1.674259072,0.326854243,-22.90496665,22.92610136,0.024076565,4.138339025,1.447517456,15.83822098,3.26854243,5.472386816,0.24076565,0.403104074,403.1040737,195.7106306,0,195.7106306,3099.708215
S19,NMIN_DRYALL_t0_X_DSUM,40,3.688879454,C3,30-40 yr,DRYALL,DRY15,t0,X,initial,S19_DSUM,DSUM,S19_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.753536847,NA,0.701940857,701.9408568,NA,NA,NA,NA
S19,NMIN_WETALL_t0_X_D1,40,3.688879454,C3,30-40 yr,WETALL,WET15,t0,X,initial,S19_D1,D1,S19_WET15_D1,D0-5_cm,5,0.1673,0.6443005,0.500183166,0,0,0,0.6443005,0.500183166,0,30,30.5,0.297766749,1.55263923,0.551467456,-23.87433949,36.57607904,0.03849404,2.00398092,2.188386174,16.71372241,5.51467456,4.281150031,0.3849404,0.298836783,298.8367831,116.8338209,0,116.8338209,1952.728051
S19,NMIN_WETALL_t0_X_D2,40,3.688879454,C3,30-40 yr,WETALL,WET15,t0,X,initial,S19_D2,D2,S19_WET15_D2,D5-15_cm,10,0.1003,0.38015,0.6364693,0,0,0,0.38015,0.6364693,0,28,30.5,0.550550551,1.674259072,0.326854243,-22.90496665,22.92610136,0.024076565,4.138339025,1.447517456,15.83822098,3.26854243,5.472386816,0.24076565,0.403104074,403.1040737,116.3056647,0,116.3056647,1842.074819
S19,NMIN_WETALL_t0_X_DSUM,40,3.688879454,C3,30-40 yr,WETALL,WET15,t0,X,initial,S19_DSUM,DSUM,S19_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.753536847,NA,0.701940857,701.9408568,NA,NA,NA,NA
S19,NMIN_DRYALL_t2mt0_FC_D1,40,3.688879454,C3,30-40 yr,DRYALL,DRY15,t2mt0,FC,wet,S19_D1,D1,S19_DRY15_D1,D0-5_cm,5,0.7161,2.6687505,2.071803186,-0.00995,-0.010875,-0.008443425,2.6578745,2.063359762,-0.008785619,32,32,0.351153916,1.55263923,0.551467456,-23.87433949,36.57607904,0.03849404,2.00398092,2.188386174,16.71372241,5.51467456,4.281150031,0.3849404,0.298836783,298.8367831,483.9361727,-1.972011201,481.9641615,8055.415206
S19,NMIN_DRYALL_t2mt0_FC_D2,40,3.688879454,C3,30-40 yr,DRYALL,DRY15,t2mt0,FC,wet,S19_D2,D2,S19_DRY15_D2,D5-15_cm,10,0.8246,3.070611,5.140997787,0,0,0,3.070611,5.140997787,0,30,32,0.260677762,1.674259072,0.326854243,-22.90496665,22.92610136,0.024076565,4.138339025,1.447517456,15.83822098,3.26854243,5.472386816,0.24076565,0.403104074,403.1040737,939.4435183,0,939.4435183,14879.11404
S19,NMIN_DRYALL_t2mt0_FC_DSUM,40,3.688879454,C3,30-40 yr,DRYALL,DRY15,t2mt0,FC,wet,S19_DSUM,DSUM,S19_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.753536847,NA,0.701940857,701.9408568,NA,NA,NA,NA
